volume_name,pair_id,role,kernel_normalized,kernel_raw,sha256,size_bytes,chunk,session_id
valid_16_a_1.nii.gz,p067,softer,Br40f,"['Br40f', '3']",1edc55d10a78cc2820d86221896cf1c405e1d1194aca382711b3f947387ecfe8,151386047,chunk_03,20260815T180544Z-f80be290
valid_16_a_2.nii.gz,p067,sharper,Br60f,"['Br60f', '3']",9686f6d8b3788387adf050f63cd8629f70b4eebec3f29c071332088471ff3ba8,174214686,chunk_03,20260815T180544Z-f80be290
valid_177_a_1.nii.gz,p068,softer,Br40f,"['Br40f', '3']",54721962434e94e3cdf02406456528d4bd43abc8326dc31c39d6b56ce81fcf58,158755764,chunk_03,20260815T180544Z-f80be290
valid_177_a_2.nii.gz,p068,sharper,Br60f,"['Br60f', '3']",4c1389b345f1a4cfc53cb4eb4e61382b54fc48019dc2f08ddb3864c2b54e340d,179747886,chunk_03,20260815T180544Z-f80be290
valid_180_a_1.nii.gz,p069,softer,Br40f,"['Br40f', '3']",ec206ca44be75e1243bd8051f10b06162d44aefc1ede44114611df3ac87f07a3,169456076,chunk_03,20260815T180544Z-f80be290
valid_180_a_2.nii.gz,p069,sharper,Br60f,"['Br60f', '3']",e7c309b39379d292558f8abd3c96640edd5fd8cbab5f22e7182aa1fdf1d9ea5c,190960063,chunk_03,20260815T180544Z-f80be290
valid_180_b_1.nii.gz,p070,softer,Br40f,"['Br40f', '3']",e0fa8a6e2b561785ed5d1e4f2a2977661e33cdac2d17ffc493334fa7e8585f7e,164539788,chunk_03,20260815T180544Z-f80be290
valid_180_b_2.nii.gz,p070,sharper,Br60f,"['Br60f', '3']",ddde545dc82349deeeaf07b4402f7064bfbcaff6082f829578955e0a1b3cc339,185267336,chunk_03,20260815T180544Z-f80be290
valid_209_a_1.nii.gz,p071,softer,Br40f,"['Br40f', '3']",b73be00de3264448008f8317ab20fd352f20cdb80fa30447413d017ae300aca5,154374956,chunk_03,20260815T180544Z-f80be290
valid_209_a_2.nii.gz,p071,sharper,Br60f,"['Br60f', '3']",7fb6a5967da6f9bd5356a0c100b4e65083e1bf746b566ea5d3fdfa8269728cae,174774285,chunk_03,20260815T180544Z-f80be290
valid_213_a_1.nii.gz,p072,softer,Br40f,"['Br40f', '3']",af55deb1b0d572bccc955e3b918de1a817d56e819a6cfc8d777f64c7db9191b2,154313255,chunk_03,20260815T180544Z-f80be290
valid_213_a_2.nii.gz,p072,sharper,Br60f,"['Br60f', '3']",5edfcd2b0b163dc7046abe902259fd5465e1865df8140e25ef868bc1594a36a2,175661880,chunk_03,20260815T180544Z-f80be290
valid_230_a_1.nii.gz,p073,softer,Br40f,"['Br40f', '3']",92d51770a00ad683bba2ba131c48ba4a757d28089c3cadc1fd84dc6615b8388e,178983633,chunk_03,20260815T180544Z-f80be290
valid_230_a_2.nii.gz,p073,sharper,Br60f,"['Br60f', '3']",c19c0067da9ea2c1796a04a62efca75f4f9efacef17b5959fe3cff3658ba175b,203598245,chunk_03,20260815T180544Z-f80be290
valid_234_a_1.nii.gz,p074,softer,Br40f,"['Br40f', '3']",b3979e7f833128ec4ec0133720d898caecf9e6046fc4e0555d09c3e3b154f913,140952617,chunk_03,20260815T180544Z-f80be290
valid_234_a_2.nii.gz,p074,sharper,Br60f,"['Br60f', '3']",66e3a53a6194891c6558d5bee6f58bc7a6adf936437f896735dfa4f000082467,161349821,chunk_03,20260815T180544Z-f80be290
valid_23_a_1.nii.gz,p075,softer,Br40f,"['Br40f', '3']",c7c129cf6a0374108e13d8336a9bdefa9c1be7fb7ef3a0794b9194f9c40e8735,167468988,chunk_03,20260815T180544Z-f80be290
valid_23_a_2.nii.gz,p075,sharper,Br60f,"['Br60f', '3']",9772b65ce650654528e36d487f06a4d49423cf1c00241a123b9e970655aa4579,190828286,chunk_03,20260815T180544Z-f80be290
valid_246_a_1.nii.gz,p076,softer,Br40f,"['Br40f', '3']",62c8e5cb6980bbbfea70422ee76d6a39e2e92563a614028b9381e7fc14dc474c,177130072,chunk_04,20260815T180544Z-f80be290
valid_246_a_2.nii.gz,p076,sharper,Br60f,"['Br60f', '3']",854762f13679b215a9adeff1c131371b3292644391aae86812f9319e39e7b50a,202799182,chunk_04,20260815T180544Z-f80be290
valid_264_a_1.nii.gz,p077,softer,Br40f,"['Br40f', '3']",d6215fcbdbb9251a9e26bc08e5355fabf58edabd1c7d1975d01ca5cf163c8ace,168158190,chunk_04,20260815T180544Z-f80be290
valid_264_a_2.nii.gz,p077,sharper,Br60f,"['Br60f', '3']",3114a1e5c3e06c6a2275843a5b2c84d0fcf12443006040af0e17af4c741854fc,190567432,chunk_04,20260815T180544Z-f80be290
valid_265_a_1.nii.gz,p078,softer,Br40f,"['Br40f', '3']",88cc923ad1869ffce9f15b98d69cc07de6246381b7ec75d6d675689bee173998,139686644,chunk_04,20260815T180544Z-f80be290
valid_265_a_2.nii.gz,p078,sharper,Br60f,"['Br60f', '3']",d10dc4ddfffef4fc1718b848d951d7be882510876acfec98de86e781e289eec2,159049245,chunk_04,20260815T180544Z-f80be290
valid_271_a_1.nii.gz,p079,softer,Br40f,"['Br40f', '3']",2236fbdff5edbb7ed791156a36b3efb205df731265c43915ad8333dc3b00e507,143995123,chunk_04,20260815T180544Z-f80be290
valid_271_a_2.nii.gz,p079,sharper,Br60f,"['Br60f', '3']",913161e480c8b460ef4079cb16104da515f811835143bc35053f5c80e8fff849,164643398,chunk_04,20260815T180544Z-f80be290
valid_278_a_1.nii.gz,p080,softer,Br40f,"['Br40f', '3']",7d8c265767e28c4504d5712706c207f97cd632a8aba2c6b986c7f0440c79dc9d,163811305,chunk_04,20260815T180544Z-f80be290
valid_278_a_2.nii.gz,p080,sharper,Br60f,"['Br60f', '3']",387d2f4903c2124a6914d6397aab189a4e007dc0b35d9c4174e44037fe598942,186480960,chunk_04,20260815T180544Z-f80be290
valid_279_a_1.nii.gz,p081,softer,Br40f,"['Br40f', '3']",d52b83e8ac707d3042f4e603a2891b66d527526e6c2f00bd9a3ead853172ba04,164738663,chunk_04,20260815T180544Z-f80be290
valid_279_a_2.nii.gz,p081,sharper,Br60f,"['Br60f', '3']",bd43e8ca8804d1e473a48ffc45d3d72b0631ff3d40a414dd5afa344890abaf54,186017094,chunk_04,20260815T180544Z-f80be290
valid_284_a_1.nii.gz,p082,softer,Br40f,"['Br40f', '3']",b199503b8bf88c21ef9b147f2048c4d03335b27062cd5d5f9c90f9753100d36c,143587409,chunk_04,20260815T180544Z-f80be290
valid_284_a_2.nii.gz,p082,sharper,Br60f,"['Br60f', '3']",27fa0b5b010288f779ac03aa35c4d0ffd35fbb4f5db0a97050e6b4b67e50e7ab,163562690,chunk_04,20260815T180544Z-f80be290
valid_300_a_1.nii.gz,p083,softer,Br40f,"['Br40f', '3']",eb76c8aa09326b19eaf9847c0c390e2e7146ef707764b286a7ba19ca97b6c793,169543428,chunk_04,20260815T180544Z-f80be290
valid_300_a_2.nii.gz,p083,sharper,Br60f,"['Br60f', '3']",dbb55598d2c54ba4ae34fa8a895b9b5c0f183601a362df9271a507e818ee999a,192040232,chunk_04,20260815T180544Z-f80be290
valid_303_a_1.nii.gz,p084,softer,Br40f,"['Br40f', '3']",c26f835e66f3afca4f65b9e924aa477a386746b92f9dc451dbfffdf919e5de4f,152992511,chunk_04,20260815T180544Z-f80be290
valid_303_a_2.nii.gz,p084,sharper,Br60f,"['Br60f', '3']",b215ba7cbe147f1aa47eb00fe3fb4f4188d7593580e0a74b58a94e8eacfad805,173395919,chunk_04,20260815T180544Z-f80be290
valid_304_a_1.nii.gz,p085,softer,Br40f,"['Br40f', '3']",26ba7cc8d3bbc5a4fcaffbd650aa75f36ae63be5df078c8c215aaaff227d88f7,154401402,chunk_04,20260815T180544Z-f80be290
valid_304_a_2.nii.gz,p085,sharper,Br60f,"['Br60f', '3']",a89ac8601b432d7d26706ebfbbb1aa423c22707369f13f70b75e75486f9d120d,177010189,chunk_04,20260815T180544Z-f80be290
valid_305_a_1.nii.gz,p086,softer,Br40f,"['Br40f', '3']",6f579db34c0cbde14f2060d38d96f8ffd82f109f1fa113d2802bd0941bcc6f53,161760506,chunk_04,20260815T180544Z-f80be290
valid_305_a_2.nii.gz,p086,sharper,Br60f,"['Br60f', '3']",c327b0fbec1b5965a39c960f442f5083651381d12334df23665c7605e917e8bd,183709733,chunk_04,20260815T180544Z-f80be290
valid_306_a_1.nii.gz,p087,softer,Br40f,"['Br40f', '3']",3262c3e9d5c2be4ddee5fb6ec5fcb34967fcff845615307021bbe63bcce8e258,162516092,chunk_04,20260815T180544Z-f80be290
valid_306_a_2.nii.gz,p087,sharper,Br60f,"['Br60f', '3']",3d2dd8e0b5d3b15689e16faa38670874c7e957e60dbfb13fb0889ad86a24960a,182018687,chunk_04,20260815T180544Z-f80be290
valid_320_a_1.nii.gz,p088,softer,Br40f,"['Br40f', '3']",758d537decb2b740f5b32116eb64e366ebd8f8454f125a37a04057186f55fdb6,148146031,chunk_04,20260815T180544Z-f80be290
valid_320_a_2.nii.gz,p088,sharper,Br60f,"['Br60f', '3']",807c42b84c6028ae81a6185d3dfd5b51ce376a18d16864d9616a21965455709e,166396935,chunk_04,20260815T180544Z-f80be290
valid_328_a_1.nii.gz,p089,softer,Br40f,"['Br40f', '3']",6e4d2e933b49b0c2bf8ae52475439fc008751edf78bd4b742b228fed3f32215d,153761838,chunk_04,20260815T180544Z-f80be290
valid_328_a_2.nii.gz,p089,sharper,Br60f,"['Br60f', '3']",18bc2fefba001bdbe4dc276f21bcf3682f45b19babcadb18c30ec2c863ed6deb,173406615,chunk_04,20260815T180544Z-f80be290
valid_329_a_1.nii.gz,p090,softer,Br40f,"['Br40f', '3']",180c0923cf9d5025e7214c576f5d52491ed709b7289c700cc210a7c2881b534b,127236927,chunk_04,20260815T180544Z-f80be290
valid_329_a_2.nii.gz,p090,sharper,Br60f,"['Br60f', '3']",347dc9ab5473a5dc7ba3a50a13cbbf82bc5987c9bf792d9f145f06aea940bed7,147321553,chunk_04,20260815T180544Z-f80be290
valid_331_d_1.nii.gz,p091,softer,Br40f,"['Br40f', '3']",54bd5737c76804961259b5ca986e3a933f22a038c1f08b9c00e7dda9c69c61b9,170659525,chunk_04,20260815T180544Z-f80be290
valid_331_d_2.nii.gz,p091,sharper,Br60f,"['Br60f', '3']",f938686d2ebe76edbeb8102731a371e8959a41aec5110aba2cfaaf712506c929,190517855,chunk_04,20260815T180544Z-f80be290
valid_33_a_1.nii.gz,p092,softer,Br40f,"['Br40f', '3']",aea5daca4b3a7f54acd7db8c723e7860e99bea4e252c775984786da02f2052b2,154825688,chunk_04,20260815T180544Z-f80be290
valid_33_a_2.nii.gz,p092,sharper,Br60f,"['Br60f', '3']",d83e4d40707c7f4af8758d9532f3d84013dde6d198b4116b388501610c2c7d52,177715068,chunk_04,20260815T180544Z-f80be290
valid_349_a_1.nii.gz,p093,softer,Br40f,"['Br40f', '3']",62bc2651e1b94ff0b09ed806b0faa3f3e7cf01cf96e376763b6cfea1252f71bd,130785697,chunk_04,20260815T180544Z-f80be290
valid_349_a_2.nii.gz,p093,sharper,Br60f,"['Br60f', '3']",1266b23009a7cb697336636a7e50d30c6e99948b3c2e4444460d85d62fc0034a,149202928,chunk_04,20260815T180544Z-f80be290
valid_350_a_1.nii.gz,p094,softer,Br40f,"['Br40f', '3']",e73c512d5cae6597760c76cfeaa01f315942fa6e0a8ec01fba8b2591c6f3ed7f,128423446,chunk_04,20260815T180544Z-f80be290
valid_350_a_2.nii.gz,p094,sharper,Br60f,"['Br60f', '3']",9e0749ceff77ba7f9a260db84bc8337d8c5bea0c8b3e6e72c9c43a7f048b61cd,146006898,chunk_04,20260815T180544Z-f80be290
valid_353_a_1.nii.gz,p095,softer,Br40f,"['Br40f', '3']",1ccbcfe6354edb8b755bcde9c6075df503e92754b45b2f9b77af6b08bb81813b,151785414,chunk_04,20260815T180544Z-f80be290
valid_353_a_2.nii.gz,p095,sharper,Br60f,"['Br60f', '3']",d0bba22e2a35a65c3c06e6fdc76321d62eba837702db80eda07e801233305885,171534841,chunk_04,20260815T180544Z-f80be290
valid_373_a_1.nii.gz,p096,softer,Br40f,"['Br40f', '3']",fb6fef9c2cbbbfc7c695a87a5f076180a6630d3ff2a5f9e93776c5bd5aa12157,160078356,chunk_04,20260815T180544Z-f80be290
valid_373_a_2.nii.gz,p096,sharper,Br60f,"['Br60f', '3']",12979e824dc1fee6cf5b8a4b38e1a731fdf434fd2e359cc6b8f79313d7f98d56,182043624,chunk_04,20260815T180544Z-f80be290
valid_373_b_1.nii.gz,p097,softer,Br40f,"['Br40f', '3']",1d1567396898c24ed29774a264b4955e3bcee4c7e1bf335d87871ee179dec907,159286373,chunk_04,20260815T180544Z-f80be290
valid_373_b_2.nii.gz,p097,sharper,Br60f,"['Br60f', '3']",b5f305b5d0acbfdd0bae1fe6f4df1208ca75a4c65a61f2902ecba7dae265ff75,178592831,chunk_04,20260815T180544Z-f80be290
valid_388_b_1.nii.gz,p098,softer,Br40f,"['Br40f', '3']",341c7bcefe2d2ee87ac2d30c3a6b14969269e8e47fd47cf8f6b087231b799b6f,127765207,chunk_04,20260815T180544Z-f80be290
valid_388_b_2.nii.gz,p098,sharper,Br60f,"['Br60f', '3']",d050d708c800e22dbf738cb0f6a022bd206cee955443fd88b6179f4c0d1ce906,145425312,chunk_04,20260815T180544Z-f80be290
valid_394_a_1.nii.gz,p099,softer,Br40f,"['Br40f', '3']",e8445cc123f39a728c27325ed3a75225a5f38816a0d995bf79fe84342a076e8b,136518480,chunk_04,20260815T180544Z-f80be290
valid_394_a_2.nii.gz,p099,sharper,Br60f,"['Br60f', '3']",e640f41db9f66aa68900701325fe41e5de639a05228d144d474b778cc1bf48f0,156013261,chunk_04,20260815T180544Z-f80be290
valid_399_a_1.nii.gz,p100,softer,Br40f,"['Br40f', '3']",48c794214a2d2ff209bba87255423ab048ef6199e10be86a0e2077da999f1f02,145316573,chunk_04,20260815T180544Z-f80be290
valid_399_a_2.nii.gz,p100,sharper,Br60f,"['Br60f', '3']",c3af9f37515bdf91f5e3721d6baeb4e5434459faa1ca605b06c2605a2851abef,165684199,chunk_04,20260815T180544Z-f80be290
valid_404_a_1.nii.gz,p101,softer,Br40f,"['Br40f', '3']",ee357e7a9e169498d0ed53e9eb03761e3b21e5d6d5bab7aefe5e3fe958315ada,141404562,chunk_05,20260815T231124Z-8e185556
valid_404_a_2.nii.gz,p101,sharper,Br60f,"['Br60f', '3']",577e6068c2fe4dc16282c2e7f3fb0019c515d8417066c127d675d3b56eee6ce2,161325663,chunk_05,20260815T231124Z-8e185556
valid_410_a_1.nii.gz,p102,softer,Br40f,"['Br40f', '3']",ad87990a53eef3c650c9029ee810b191527fe0ba4f503d3675bf52188ba9ae79,144637387,chunk_05,20260815T231124Z-8e185556
valid_410_a_2.nii.gz,p102,sharper,Br60f,"['Br60f', '3']",a0049912505653d06adba8301d2f797563ba6c1a8ce32096ef64821449e14c34,165121040,chunk_05,20260815T231124Z-8e185556
valid_413_a_1.nii.gz,p103,softer,Br40f,"['Br40f', '3']",870ee8445ee118fcfe12c6e6ad2caae07f2a90432e525ff269e58b671955e877,153123312,chunk_05,20260815T231124Z-8e185556
valid_413_a_2.nii.gz,p103,sharper,Br60f,"['Br60f', '3']",d9ae1158fb9fc5eee3b1186267e5a56814b31760dabfd1eff361994ea6b0850f,173536398,chunk_05,20260815T231124Z-8e185556
valid_414_b_1.nii.gz,p104,softer,Br40f,"['Br40f', '3']",e25acf7b08ece5e80447fd3dc8a421d6e8fb9ce3ff97e229984680a0f8b9c50d,168621754,chunk_05,20260815T231124Z-8e185556
valid_414_b_2.nii.gz,p104,sharper,Br60f,"['Br60f', '3']",94694e86464b312600803efd289e78bdee7cad225a0ab1450ff646b6f280aa25,192044524,chunk_05,20260815T231124Z-8e185556
valid_423_c_1.nii.gz,p105,softer,Br40f,"['Br40f', '3']",9df79322afb59296994f359341fb9b93e0fab1f45da63e8173ae43d4439b023f,149227911,chunk_05,20260815T231124Z-8e185556
valid_423_c_2.nii.gz,p105,sharper,Br60f,"['Br60f', '3']",34543694aafc28965d8549e72496be42b5b3e59818fe2bdd7e43753b172a531e,169350509,chunk_05,20260815T231124Z-8e185556
valid_424_a_1.nii.gz,p106,softer,Br40f,"['Br40f', '3']",9e5e68e7a0b5dc7e402207a3329fee4f381ac4c140c7ca9243c9651b235f9a77,137919734,chunk_05,20260815T231124Z-8e185556
valid_424_a_2.nii.gz,p106,sharper,Br60f,"['Br60f', '3']",5867dd16f5b5ef1cb8dafa86b9b32199d721d06674a045f15e98a281134ef815,158843427,chunk_05,20260815T231124Z-8e185556
valid_427_a_1.nii.gz,p107,softer,Br40f,"['Br40f', '3']",55df8e29a2d2ef7ee006cd4b9471742872001d6094b100cccd9e374f21c79aee,129646037,chunk_05,20260815T231124Z-8e185556
valid_427_a_2.nii.gz,p107,sharper,Br60f,"['Br60f', '3']",2ce6283202e8dfc3cef1e618103ac19e02f9ca753d8ab38e181f31d469a8f872,146963076,chunk_05,20260815T231124Z-8e185556
valid_432_a_1.nii.gz,p108,softer,Br40f,"['Br40f', '3']",36534bd6d7105f18b72dec35cc67d37a900891cff3b88363a7977073d394c2f6,144150348,chunk_05,20260815T231124Z-8e185556
valid_432_a_2.nii.gz,p108,sharper,Br60f,"['Br60f', '3']",063d2115f7b7713f843b5641ad21508037e89a395e3af66505ab30d8d2db4895,164260884,chunk_05,20260815T231124Z-8e185556
valid_433_a_1.nii.gz,p109,softer,Br40f,"['Br40f', '3']",a8f00387b1070d66a996ad7743bf41f450510a7a9bec1216b9b27880c20f3b80,142193492,chunk_05,20260815T231124Z-8e185556
valid_433_a_2.nii.gz,p109,sharper,Br60f,"['Br60f', '3']",1f256c365b77f1495070337f6d404898f77b6acf07fdf59db394e243638d3c1b,160510590,chunk_05,20260815T231124Z-8e185556
valid_442_a_1.nii.gz,p110,softer,Br40f,"['Br40f', '3']",b202c06850f26454a3aeaedc0563a63cf5aca8e61f1a220c77c013f82c982810,169492414,chunk_05,20260815T231124Z-8e185556
valid_442_a_2.nii.gz,p110,sharper,Br60f,"['Br60f', '3']",216b8f3bc570e5e656cba1b25479ff903a5f89538dcc263b393b054917529a75,192447172,chunk_05,20260815T231124Z-8e185556
valid_446_b_1.nii.gz,p111,softer,Br40f,"['Br40f', '3']",21417ee09051957d3ee67fbeaba936707877c74d7797d11395fac3227a6b6879,143907060,chunk_05,20260815T231124Z-8e185556
valid_446_b_2.nii.gz,p111,sharper,Br60f,"['Br60f', '3']",e78918fa49f0200972e1e1a451a0608ca9772dc69bac54542afa070ada811b94,164217329,chunk_05,20260815T231124Z-8e185556
valid_448_a_1.nii.gz,p112,softer,Br40f,"['Br40f', '3']",df1d0c4629fb4b9cdfaad34c85114a60f1e214dcb16272a1dd7cc01014f7e0f3,151471149,chunk_05,20260815T231124Z-8e185556
valid_448_a_2.nii.gz,p112,sharper,Br60f,"['Br60f', '3']",8f947b1ae679b787c15dad51e0fb5cbed7002f54884b73eedc46469c8f9a83ee,172077742,chunk_05,20260815T231124Z-8e185556
valid_44_a_1.nii.gz,p113,softer,Br40f,"['Br40f', '3']",093b2d4290bf956cc89d64f1d3cfe194e3a5d7fdebe655b1c5ad48cdf0cde982,121897141,chunk_05,20260815T231124Z-8e185556
valid_44_a_2.nii.gz,p113,sharper,Br60f,"['Br60f', '3']",5356de67ab145455bb43de32cdde2123b12c5d4bcb716e359b36ecb929ab1b10,138025664,chunk_05,20260815T231124Z-8e185556
valid_452_a_1.nii.gz,p114,softer,Br40f,"['Br40f', '3']",cd39bf888170c3c360ef622f0613161a37ff2260f73b6e66d0587acb27c75b72,154439787,chunk_05,20260815T231124Z-8e185556
valid_452_a_2.nii.gz,p114,sharper,Br60f,"['Br60f', '3']",dd8757d19ef77e212bab7997ff78fe20ca3bdd65d4394da195e5e86b22afd0b5,177437196,chunk_05,20260815T231124Z-8e185556
valid_456_a_1.nii.gz,p115,softer,Br40f,"['Br40f', '3']",430398118cdbab2579d9560aa615b97f12034b7b5ba01fb2162de39a7407e4d7,149135463,chunk_05,20260815T231124Z-8e185556
valid_456_a_2.nii.gz,p115,sharper,Br60f,"['Br60f', '3']",e9003ce3ab6ea6907bc70753507b606ca32f4ed94dba62f872a6b16824b863df,169847800,chunk_05,20260815T231124Z-8e185556
valid_456_b_1.nii.gz,p116,softer,Br40f,"['Br40f', '3']",754e51fa6631a8cd68a8df3944b598bf405169c0c681b0833c513761e8daad65,117866044,chunk_05,20260815T231124Z-8e185556
valid_456_b_2.nii.gz,p116,sharper,Br60f,"['Br60f', '3']",04f1532a331ea83339708bdffbdc1555eab08fb9cec236e554e0db593b470cd8,131481562,chunk_05,20260815T231124Z-8e185556
valid_458_a_1.nii.gz,p117,softer,Br40f,"['Br40f', '3']",3a3734e37f468b3ea95ef662ba28dfb78dc89f0ee5cfaee9a3d3d52b28458e32,131786862,chunk_05,20260815T231124Z-8e185556
valid_458_a_2.nii.gz,p117,sharper,Br60f,"['Br60f', '3']",73605fd3455975f8fd26ffc758ba905d253fbe5e6c27fad1ce05bee15b783b13,149704478,chunk_05,20260815T231124Z-8e185556
valid_470_a_1.nii.gz,p118,softer,Br40f,"['Br40f', '3']",5b5110213ea4805844837a251c7cb6fece8d927a550a88ab5bffa8508da06aa4,142587367,chunk_05,20260815T231124Z-8e185556
valid_470_a_2.nii.gz,p118,sharper,Br60f,"['Br60f', '3']",7b3896e7c1c608bc78839a91230b932ad0c034d17d4a08ed7d4319d856408c52,162357556,chunk_05,20260815T231124Z-8e185556
valid_473_a_1.nii.gz,p119,softer,Br40f,"['Br40f', '3']",1ef88831c8ad8b3ab735a77812c12329c277833fd32cfa9c8cd6d26b88424cca,159722605,chunk_05,20260815T231124Z-8e185556
valid_473_a_2.nii.gz,p119,sharper,Br60f,"['Br60f', '3']",87f921c24717c608fdd4fa5b2ab7ab3556dd9b5035d7a2fe1c3fbe63e41e87d9,184253439,chunk_05,20260815T231124Z-8e185556
valid_474_a_1.nii.gz,p120,softer,Br40f,"['Br40f', '3']",cfcd82067041cdaed8d75a0889fdda14fd98774d690cb735efb777ac5dc692e7,139155667,chunk_05,20260815T231124Z-8e185556
valid_474_a_2.nii.gz,p120,sharper,Br60f,"['Br60f', '3']",7a6adbb1d6f6eb2c9e22d4ddd90797813ad630fe60087d5fc5d177801f840456,159812379,chunk_05,20260815T231124Z-8e185556
valid_482_d_1.nii.gz,p121,softer,Br40f,"['Br40f', '3']",8cae3507100658a3424b50b22a5837b7f40af7a3f55910891b33dee75b66ab9e,165360645,chunk_05,20260815T231124Z-8e185556
valid_482_d_2.nii.gz,p121,sharper,Br60f,"['Br60f', '3']",7a6a00cf6b4066a76a97a8c53367f3afc485ccea4501b8ce956bca2e852e757e,187642274,chunk_05,20260815T231124Z-8e185556
valid_482_e_1.nii.gz,p122,softer,Br40f,"['Br40f', '3']",c33cce54459c390e86743c42d2a93ea69ac1f838df9d4f6accbfcf564ace47e1,159539404,chunk_05,20260815T231124Z-8e185556
valid_482_e_2.nii.gz,p122,sharper,Br60f,"['Br60f', '3']",b520fc83c21828275620fc681526067ea341cf826c0b20c437950798a83e2f58,181043187,chunk_05,20260815T231124Z-8e185556
valid_484_b_1.nii.gz,p123,softer,Br40f,"['Br40f', '3']",3e2c6151c849c0fc880e4fa46f78179e3b6d5a48d6add28ed14282ae5c1b549b,142777955,chunk_05,20260815T231124Z-8e185556
valid_484_b_2.nii.gz,p123,sharper,Br60f,"['Br60f', '3']",9f12568d97df8836b25be6b9b22bfd1d14a6b595b53339082f1f3fb05389c550,164509248,chunk_05,20260815T231124Z-8e185556
valid_485_a_1.nii.gz,p124,softer,Br40f,"['Br40f', '3']",28406f68f3b76de3d23d7ff600cd74f26e5d930ffa18ae515acc8491ffa7a87b,160754142,chunk_05,20260815T231124Z-8e185556
valid_485_a_2.nii.gz,p124,sharper,Br60f,"['Br60f', '3']",32129aad4b32a58cc1a1dbd8db99bf1676f97c2737a4f426c8885fa999ad77fa,181029090,chunk_05,20260815T231124Z-8e185556
valid_488_a_1.nii.gz,p125,softer,Br40f,"['Br40f', '3']",3e0a6d74e8b77c247f892ab03760a8da14317dce3669754eaa7ece3a8195c13f,165319115,chunk_05,20260815T231124Z-8e185556
valid_488_a_2.nii.gz,p125,sharper,Br60f,"['Br60f', '3']",6b7933440b2ad360a7d6880b4bfb429001d6e4003270e9ca003ca5458d13d279,188691674,chunk_05,20260815T231124Z-8e185556
valid_48_a_1.nii.gz,p126,softer,Br40f,"['Br40f', '3']",d47bccb75f44bf6b54e57fb3bc90bd38c5364fc089e697bdc263159418329aea,155865817,chunk_06,20260815T231124Z-8e185556
valid_48_a_2.nii.gz,p126,sharper,Br60f,"['Br60f', '3']",5e3602c19662a671dbe4dafb5b5e0f6c8276bb554134ca738a0f61b28e8e603d,175925774,chunk_06,20260815T231124Z-8e185556
valid_491_a_1.nii.gz,p127,softer,Br40f,"['Br40f', '3']",2620f41c9829aa75115b0caec58e5c1bc77981b83a516f02b6350f49aa4975d2,155766614,chunk_06,20260815T231124Z-8e185556
valid_491_a_2.nii.gz,p127,sharper,Br60f,"['Br60f', '3']",5fb239ad66303057300779b3820f9e08ebdf922d14817fc3b30ac4ef3dea313c,178646753,chunk_06,20260815T231124Z-8e185556
valid_492_a_1.nii.gz,p128,softer,Br40f,"['Br40f', '3']",91f1d92afe2b81e87be106731be6695ec029f119ffa366d9ee8074a1ee3c6cd9,153490590,chunk_06,20260815T231124Z-8e185556
valid_492_a_2.nii.gz,p128,sharper,Br60f,"['Br60f', '3']",a12c176f5332967362dcd22ae3a6dc4a6c3984857c1109b51ffad833bc194826,173538108,chunk_06,20260815T231124Z-8e185556
valid_494_a_1.nii.gz,p129,softer,Br40f,"['Br40f', '3']",f40316a1c0a6f04f5ff9b6399e07a621a3b8588a5607ea787748c37cafd94f04,148569282,chunk_06,20260815T231124Z-8e185556
valid_494_a_2.nii.gz,p129,sharper,Br60f,"['Br60f', '3']",9adeae8adb987498544d0ba9c2b1bf94d8eefab58ed3b915183d3e73e32a3089,171463192,chunk_06,20260815T231124Z-8e185556
valid_496_a_1.nii.gz,p130,softer,Br40f,"['Br40f', '3']",23d9339986fb2ab082ae63770ce5bfe22b9aadd94f8268d3a03507783c96ae74,132369028,chunk_06,20260815T231124Z-8e185556
valid_496_a_2.nii.gz,p130,sharper,Br60f,"['Br60f', '3']",cc96707598b3c7b44e8ac1b4706e6364a9f9961d643f8637b33da2e7d72ef67f,152496092,chunk_06,20260815T231124Z-8e185556
valid_509_b_1.nii.gz,p131,softer,Br40f,"['Br40f', '3']",92a5d598095f151468020d1333420f8453de308b4409600091c3ac925792ea2f,178429405,chunk_06,20260815T231124Z-8e185556
valid_509_b_2.nii.gz,p131,sharper,Br60f,"['Br60f', '3']",7a1c3d8d83dd3f485f495537ad7f9324f4b53e123b3b910fa672663e4227b023,200581949,chunk_06,20260815T231124Z-8e185556
valid_512_b_1.nii.gz,p132,softer,Br40f,"['Br40f', '3']",89cb6457da6fb17eea586042701efc63de25c83594ee88267512cdf78ebf7535,164430795,chunk_06,20260815T231124Z-8e185556
valid_512_b_2.nii.gz,p132,sharper,Br60f,"['Br60f', '3']",f7e388285ad81a5168ea752c3413b4ad1823b130945fd349bdf690e5e0c447ef,185192982,chunk_06,20260815T231124Z-8e185556
valid_517_a_1.nii.gz,p133,softer,Br40f,"['Br40f', '3']",3f50de81c994693e7339f9ecfb3b02519a38efabddbf3d05ea6fe5d6ce610a51,177393239,chunk_06,20260815T231124Z-8e185556
